,starttime,resolution,speed,volume,occupancy
9446,2011-03-17T11:40:00-07:00,0:05:00,59.97,147,12.87
9448,2011-03-17T11:45:00-07:00,0:05:00,61.27,148,13.29
9450,2011-03-17T11:50:00-07:00,0:05:00,59.45,151,13.33
9452,2011-03-17T11:55:00-07:00,0:05:00,61.08,130,12.5
9454,2011-03-17T12:00:00-07:00,0:05:00,61.78,102,11.64
9456,2011-03-17T12:05:00-07:00,0:05:00,59.34,136,13.57
9458,2011-03-17T12:10:00-07:00,0:05:00,59.26,170,15.07
9460,2011-03-17T12:15:00-07:00,0:05:00,60.96,160,14.29
9462,2011-03-17T12:20:00-07:00,0:05:00,61.5,148,12.13
9465,2011-03-17T12:25:00-07:00,0:05:00,61.4,96,8.57
9467,2011-03-17T12:30:00-07:00,0:05:00,60.19,124,10.73
9468,2011-03-17T12:35:00-07:00,0:05:00,60.02,102,9.71
9470,2011-03-17T12:40:00-07:00,0:05:00,57.36,118,16.55
9473,2011-03-17T12:45:00-07:00,0:05:00,54.72,148,15.71
9474,2011-03-17T12:50:00-07:00,0:05:00,58,138,12
9476,2011-03-17T12:55:00-07:00,0:05:00,60.81,104,9.71
9478,2011-03-17T13:00:00-07:00,0:05:00,59.65,115,9.33
9480,2011-03-17T13:05:00-07:00,0:05:00,56.71,79,13.88
9482,2011-03-17T13:10:00-07:00,0:05:00,55.79,122,15.27
9485,2011-03-17T13:15:00-07:00,0:05:00,35.76,121,24.93
9487,2011-03-17T13:20:00-07:00,0:05:00,39.89,133,25.67
9489,2011-03-17T13:25:00-07:00,0:05:00,27.32,126,29.86
9491,2011-03-17T13:30:00-07:00,0:05:00,19.46,117,41
9493,2011-03-17T13:35:00-07:00,0:05:00,32.73,80,26.75
9494,2011-03-17T13:40:00-07:00,0:05:00,22.99,115,31.33
9497,2011-03-17T13:45:00-07:00,0:05:00,22.23,120,35.21
9499,2011-03-17T13:50:00-07:00,0:05:00,37.25,138,20.8
9500,2011-03-17T13:55:00-07:00,0:05:00,18.16,122,41
9503,2011-03-17T14:00:00-07:00,0:05:00,24.53,127,32.2
9505,2011-03-17T14:05:00-07:00,0:05:00,23.65,122,36.73
9507,2011-03-17T14:10:00-07:00,0:05:00,22.98,119,31.73
9508,2011-03-17T14:15:00-07:00,0:05:00,18.38,133,39.2
9510,2011-03-17T14:20:00-07:00,0:05:00,23.97,125,30.2
9512,2011-03-17T14:25:00-07:00,0:05:00,23.96,69,27.75
9514,2011-03-17T14:30:00-07:00,0:05:00,27.82,137,26.47
9516,2011-03-17T14:35:00-07:00,0:05:00,21.05,114,36.14
9518,2011-03-17T14:40:00-07:00,0:05:00,40.04,152,20.93
9520,2011-03-17T14:45:00-07:00,0:05:00,32.11,120,35.5
9522,2011-03-17T14:50:00-07:00,0:05:00,42.92,111,23.27
9524,2011-03-17T14:55:00-07:00,0:05:00,42.36,149,21.5
9526,2011-03-17T15:00:00-07:00,0:05:00,36.47,133,22.8
9528,2011-03-17T15:05:00-07:00,0:05:00,45.56,122,15.71
9531,2011-03-17T15:10:00-07:00,0:05:00,56.92,126,10.73
9533,2011-03-17T15:15:00-07:00,0:05:00,57.57,142,13.86
9534,2011-03-17T15:20:00-07:00,0:05:00,56.6,162,14.07
9536,2011-03-17T15:25:00-07:00,0:05:00,57.13,141,13.21
9539,2011-03-17T15:30:00-07:00,0:05:00,55.53,148,13.93
9540,2011-03-17T15:35:00-07:00,0:05:00,51.9,155,16.57
9542,2011-03-17T15:40:00-07:00,0:05:00,55.43,180,16.4
9544,2011-03-17T15:45:00-07:00,0:05:00,57.14,153,14.71
9546,2011-03-17T15:50:00-07:00,0:05:00,55.76,143,13.6
9548,2011-03-17T15:55:00-07:00,0:05:00,57.76,117,11.29
9550,2011-03-17T16:00:00-07:00,0:05:00,55.4,155,14.6
9552,2011-03-17T16:05:00-07:00,0:05:00,56.62,145,13.86
9554,2011-03-17T16:10:00-07:00,0:05:00,56.48,124,15.45
9556,2011-03-17T16:15:00-07:00,0:05:00,52.58,114,15.67
9558,2011-03-17T16:20:00-07:00,0:05:00,56.47,136,12.53
9560,2011-03-17T16:25:00-07:00,0:05:00,54.55,138,14
9562,2011-03-17T16:30:00-07:00,0:05:00,55.36,110,13.82
9564,2011-03-17T16:35:00-07:00,0:05:00,53.35,126,13.57
9567,2011-03-17T16:40:00-07:00,0:05:00,52.39,150,14.73
9569,2011-03-17T16:45:00-07:00,0:05:00,52.08,126,13.14
9571,2011-03-17T16:50:00-07:00,0:05:00,45.8,139,17.6
9572,2011-03-17T16:55:00-07:00,0:05:00,33.84,124,22.14
9574,2011-03-17T17:00:00-07:00,0:05:00,26.26,115,29.33
9576,2011-03-17T17:05:00-07:00,0:05:00,24.64,121,33.21
9578,2011-03-17T17:10:00-07:00,0:05:00,32.96,100,24.82
9580,2011-03-17T17:15:00-07:00,0:05:00,22.1,117,31.93
9582,2011-03-17T17:20:00-07:00,0:05:00,25.68,99,32.55
9584,2011-03-17T17:25:00-07:00,0:05:00,38.5,123,24.14
9586,2011-03-17T17:30:00-07:00,0:05:00,26.99,135,31.13
9588,2011-03-17T17:35:00-07:00,0:05:00,35.37,117,23.79
9590,2011-03-17T17:40:00-07:00,0:05:00,40.54,162,24.07
9592,2011-03-17T17:45:00-07:00,0:05:00,52.74,106,11.79
9594,2011-03-17T17:50:00-07:00,0:05:00,59.33,109,9.73
9596,2011-03-17T17:55:00-07:00,0:05:00,56.01,141,14.14
9599,2011-03-17T18:00:00-07:00,0:05:00,56.63,103,13.27
9601,2011-03-17T18:05:00-07:00,0:05:00,57.18,117,11.79
9603,2011-03-17T18:10:00-07:00,0:05:00,56.41,108,13.82
9605,2011-03-17T18:15:00-07:00,0:05:00,55.54,153,14.93
9607,2011-03-17T18:20:00-07:00,0:05:00,59.85,142,11.8
9608,2011-03-17T18:25:00-07:00,0:05:00,58.58,66,10.88
9610,2011-03-17T18:30:00-07:00,0:05:00,58.27,98,8.93
9612,2011-03-17T18:35:00-07:00,0:05:00,60.45,116,9.86
9614,2011-03-17T18:40:00-07:00,0:05:00,59.12,117,10.13
9616,2011-03-17T18:45:00-07:00,0:05:00,60.48,145,13.07
9618,2011-03-17T18:50:00-07:00,0:05:00,63.47,104,8.07
9620,2011-03-17T18:55:00-07:00,0:05:00,62,67,5.43
9622,2011-03-17T19:00:00-07:00,0:05:00,63.92,87,6.87
9624,2011-03-17T19:05:00-07:00,0:05:00,64.17,69,5.36
9626,2011-03-17T19:10:00-07:00,0:05:00,63.03,65,8.09
9628,2011-03-17T19:15:00-07:00,0:05:00,61.14,74,6.21
9630,2011-03-17T19:20:00-07:00,0:05:00,62.96,49,5
9633,2011-03-17T19:25:00-07:00,0:05:00,62.54,80,6.29
9635,2011-03-17T19:30:00-07:00,0:05:00,60.7,82,6.67
9637,2011-03-17T19:35:00-07:00,0:05:00,61.56,70,5.93
9638,2011-03-17T19:40:00-07:00,0:05:00,59.04,46,4.45
9640,2011-03-17T19:45:00-07:00,0:05:00,59.83,54,8.5
9642,2011-03-17T19:50:00-07:00,0:05:00,62.09,69,7.55
9644,2011-03-17T19:55:00-07:00,0:05:00,62.28,36,2.43
9646,2011-03-17T20:00:00-07:00,0:05:00,63.5,36,3.36
9648,2011-03-17T20:05:00-07:00,0:05:00,63.76,58,4.71
9650,2011-03-17T20:10:00-07:00,0:05:00,61.61,62,6.45
9652,2011-03-17T20:15:00-07:00,0:05:00,63,58,4.57
9654,2011-03-17T20:20:00-07:00,0:05:00,60.23,26,6
9656,2011-03-17T20:25:00-07:00,0:05:00,63.17,47,3.64
9658,2011-03-17T20:30:00-07:00,0:05:00,61.33,55,4
9660,2011-03-17T20:35:00-07:00,0:05:00,61.85,48,3.93
9663,2011-03-17T20:40:00-07:00,0:05:00,62.14,42,3
9665,2011-03-17T20:45:00-07:00,0:05:00,63.65,48,3.64
9667,2011-03-17T20:50:00-07:00,0:05:00,62.85,41,3
9669,2011-03-17T20:55:00-07:00,0:05:00,63.51,43,3.14
9670,2011-03-17T21:00:00-07:00,0:05:00,62.22,46,3.33
9672,2011-03-17T21:05:00-07:00,0:05:00,61.85,52,4
9674,2011-03-17T21:10:00-07:00,0:05:00,63.45,44,3.13
9676,2011-03-17T21:15:00-07:00,0:05:00,59.1,60,4.57
9678,2011-03-17T21:20:00-07:00,0:05:00,60.63,32,2
9680,2011-03-17T21:25:00-07:00,0:05:00,62.06,36,3
9682,2011-03-17T21:30:00-07:00,0:05:00,62.37,51,3.87
9684,2011-03-17T21:35:00-07:00,0:05:00,65.56,36,2.5
9686,2011-03-17T21:40:00-07:00,0:05:00,62.23,31,2.07
9688,2011-03-17T21:45:00-07:00,0:05:00,61.93,30,2
9690,2011-03-17T21:50:00-07:00,0:05:00,60.16,19,2.09
9692,2011-03-17T21:55:00-07:00,0:05:00,62.92,26,1.93
9694,2011-03-17T22:00:00-07:00,0:05:00,61.11,28,1.67
9697,2011-03-17T22:05:00-07:00,0:05:00,61.56,25,1.67
9698,2011-03-17T22:10:00-07:00,0:05:00,60.55,29,1.93
9701,2011-03-17T22:15:00-07:00,0:05:00,61.05,38,3.27
9702,2011-03-17T22:20:00-07:00,0:05:00,63.17,29,1.47
9704,2011-03-17T22:25:00-07:00,0:05:00,63.07,14,0.71
9706,2011-03-17T22:30:00-07:00,0:05:00,63.1,20,1.91
9708,2011-03-17T22:35:00-07:00,0:05:00,61.68,22,1.67
9710,2011-03-17T22:40:00-07:00,0:05:00,60.59,27,2.2
9712,2011-03-17T22:45:00-07:00,0:05:00,65.06,17,1.21
9714,2011-03-17T22:50:00-07:00,0:05:00,62.19,32,2.33
9716,2011-03-17T22:55:00-07:00,0:05:00,60.82,11,0.64
9718,2011-03-17T23:00:00-07:00,0:05:00,63,6,0.07
9720,2011-03-17T23:05:00-07:00,0:05:00,63.83,23,1.57
9722,2011-03-17T23:10:00-07:00,0:05:00,62.15,26,1.67
9724,2011-03-17T23:15:00-07:00,0:05:00,61.38,13,0.79
9726,2011-03-17T23:20:00-07:00,0:05:00,65.44,18,1.07
9728,2011-03-17T23:25:00-07:00,0:05:00,63.6,15,0.64
9730,2011-03-17T23:30:00-07:00,0:05:00,61.57,14,0.73
9733,2011-03-17T23:35:00-07:00,0:05:00,57.7,10,0.5
9735,2011-03-17T23:40:00-07:00,0:05:00,64.82,11,1.09
9737,2011-03-17T23:45:00-07:00,0:05:00,60.47,17,1.29
9739,2011-03-17T23:50:00-07:00,0:05:00,64,20,1
9741,2011-03-17T23:55:00-07:00,0:05:00,65.73,11,0.57
9742,2011-03-18T00:00:00-07:00,0:05:00,56.91,22,1.4
9744,2011-03-18T00:05:00-07:00,0:05:00,58.57,14,1.5
9746,2011-03-18T00:10:00-07:00,0:05:00,NA,0,0
9748,2011-03-18T00:15:00-07:00,0:05:00,60.47,15,0.79
9750,2011-03-18T00:20:00-07:00,0:05:00,62.64,14,0.73
9752,2011-03-18T00:25:00-07:00,0:05:00,61.57,14,0.86
9754,2011-03-18T00:30:00-07:00,0:05:00,64.25,8,0.73
9756,2011-03-18T00:35:00-07:00,0:05:00,63.4,10,0.64
9758,2011-03-18T00:40:00-07:00,0:05:00,59.8,5,0.2
9760,2011-03-18T00:45:00-07:00,0:05:00,62,8,0.43
9762,2011-03-18T00:50:00-07:00,0:05:00,58.4,5,0
9764,2011-03-18T00:55:00-07:00,0:05:00,67,3,0.21
9767,2011-03-18T01:00:00-07:00,0:05:00,61,6,0.36
9769,2011-03-18T01:05:00-07:00,0:05:00,58.6,5,0.31
9770,2011-03-18T01:10:00-07:00,0:05:00,55.17,12,0.67
9772,2011-03-18T01:15:00-07:00,0:05:00,55.76,17,1
9774,2011-03-18T01:20:00-07:00,0:05:00,59.8,5,0.13
9776,2011-03-18T01:25:00-07:00,0:05:00,60.83,6,0.13
9779,2011-03-18T01:30:00-07:00,0:05:00,59,3,0.2
9780,2011-03-18T01:35:00-07:00,0:05:00,66.25,4,0.07
9782,2011-03-18T01:40:00-07:00,0:05:00,58.73,11,0.8
9784,2011-03-18T01:45:00-07:00,0:05:00,58.75,8,0.67
9786,2011-03-18T01:50:00-07:00,0:05:00,62.57,7,0.2
9788,2011-03-18T01:55:00-07:00,0:05:00,61,4,0.29
9790,2011-03-18T02:00:00-07:00,0:05:00,63.2,10,0.6
9792,2011-03-18T02:05:00-07:00,0:05:00,61.5,2,0
9794,2011-03-18T02:10:00-07:00,0:05:00,70,2,0.13
9796,2011-03-18T02:15:00-07:00,0:05:00,58,2,0.43
9799,2011-03-18T02:20:00-07:00,0:05:00,69,2,0
9801,2011-03-18T02:25:00-07:00,0:05:00,61.75,4,0
9803,2011-03-18T02:30:00-07:00,0:05:00,72,3,0
9805,2011-03-18T02:35:00-07:00,0:05:00,61,4,0.29
9807,2011-03-18T02:40:00-07:00,0:05:00,62,2,0.13
9808,2011-03-18T02:45:00-07:00,0:05:00,64,5,0.21
9810,2011-03-18T02:50:00-07:00,0:05:00,NA,0,0
9812,2011-03-18T02:55:00-07:00,0:05:00,63,6,0.21
9814,2011-03-18T03:00:00-07:00,0:05:00,68,3,0.27
9816,2011-03-18T03:05:00-07:00,0:05:00,59,2,0
9818,2011-03-18T03:10:00-07:00,0:05:00,NA,0,0
9820,2011-03-18T03:15:00-07:00,0:05:00,NA,0,0
9822,2011-03-18T03:20:00-07:00,0:05:00,56.33,3,0.13
9824,2011-03-18T03:25:00-07:00,0:05:00,71.67,6,0.29
9826,2011-03-18T03:30:00-07:00,0:05:00,62.33,6,0.67
9828,2011-03-18T03:35:00-07:00,0:05:00,64,5,0.14
9830,2011-03-18T03:40:00-07:00,0:05:00,64.17,12,1.18
9833,2011-03-18T03:45:00-07:00,0:05:00,66.13,8,0.5
9835,2011-03-18T03:50:00-07:00,0:05:00,67.2,5,0.13
9836,2011-03-18T03:55:00-07:00,0:05:00,46,7,0.63
9839,2011-03-18T04:00:00-07:00,0:05:00,20.67,3,0.09
9841,2011-03-18T04:05:00-07:00,0:05:00,59,4,0.29
9842,2011-03-18T04:10:00-07:00,0:05:00,NA,0,0
9844,2011-03-18T04:15:00-07:00,0:05:00,63,2,0.14
9846,2011-03-18T04:20:00-07:00,0:05:00,NA,0,0
9848,2011-03-18T04:25:00-07:00,0:05:00,64.44,9,0.43
9851,2011-03-18T04:30:00-07:00,0:05:00,66.78,9,0.47
9853,2011-03-18T04:35:00-07:00,0:05:00,67.83,6,0
9855,2011-03-18T04:40:00-07:00,0:05:00,63,10,0.64
9856,2011-03-18T04:45:00-07:00,0:05:00,61.33,3,0
9858,2011-03-18T04:50:00-07:00,0:05:00,62.93,15,0.73
9860,2011-03-18T04:55:00-07:00,0:05:00,63.5,2,0.13
9862,2011-03-18T05:00:00-07:00,0:05:00,65.09,11,0.6
9864,2011-03-18T05:05:00-07:00,0:05:00,66.5,10,0.53
9866,2011-03-18T05:10:00-07:00,0:05:00,64.75,4,0.36
9869,2011-03-18T05:15:00-07:00,0:05:00,63.11,9,0.23
9871,2011-03-18T05:20:00-07:00,0:05:00,63.5,24,1.33
9872,2011-03-18T05:25:00-07:00,0:05:00,60.09,22,1.73
9875,2011-03-18T05:30:00-07:00,0:05:00,59.78,18,1.2
9876,2011-03-18T05:35:00-07:00,0:05:00,59.94,17,0.71
9879,2011-03-18T05:40:00-07:00,0:05:00,60.29,14,0.93
9881,2011-03-18T05:45:00-07:00,0:05:00,62.87,23,1.86
9883,2011-03-18T05:50:00-07:00,0:05:00,59.75,8,1.64
9885,2011-03-18T05:55:00-07:00,0:05:00,62.93,14,0.64
9887,2011-03-18T06:00:00-07:00,0:05:00,59.33,3,0.13
9889,2011-03-18T06:05:00-07:00,0:05:00,63.5,6,0.43
9891,2011-03-18T06:10:00-07:00,0:05:00,64,33,2.2
9893,2011-03-18T06:15:00-07:00,0:05:00,63.07,15,0.79
9895,2011-03-18T06:20:00-07:00,0:05:00,63.18,38,2.67
9897,2011-03-18T06:25:00-07:00,0:05:00,61.86,29,2
9899,2011-03-18T06:30:00-07:00,0:05:00,61.95,43,3.33
9900,2011-03-18T06:35:00-07:00,0:05:00,63.41,34,2.57
9903,2011-03-18T06:40:00-07:00,0:05:00,62.42,24,2
9905,2011-03-18T06:45:00-07:00,0:05:00,62.47,30,2.14
9906,2011-03-18T06:50:00-07:00,0:05:00,62.34,29,1.67
9909,2011-03-18T06:55:00-07:00,0:05:00,61.68,19,1.5
9911,2011-03-18T07:00:00-07:00,0:05:00,59.92,13,1.5
9913,2011-03-18T07:05:00-07:00,0:05:00,61.37,43,3.71
9915,2011-03-18T07:10:00-07:00,0:05:00,64.5,26,2.18
9917,2011-03-18T07:15:00-07:00,0:05:00,64.11,36,3.33
9919,2011-03-18T07:20:00-07:00,0:05:00,63.3,46,3.07
9921,2011-03-18T07:25:00-07:00,0:05:00,63.71,42,3.71
9923,2011-03-18T07:30:00-07:00,0:05:00,62.06,66,5.27
9925,2011-03-18T07:35:00-07:00,0:05:00,62.52,33,4.5
9927,2011-03-18T07:40:00-07:00,0:05:00,61.63,81,6.07
9929,2011-03-18T07:45:00-07:00,0:05:00,61.35,65,5.93
9931,2011-03-18T07:50:00-07:00,0:05:00,62.3,74,6.13
9932,2011-03-18T07:55:00-07:00,0:05:00,63.22,64,5.57
9935,2011-03-18T08:00:00-07:00,0:05:00,64.19,53,3.4
9937,2011-03-18T08:05:00-07:00,0:05:00,61.85,61,4.5
9939,2011-03-18T08:10:00-07:00,0:05:00,60.65,63,5.67
9940,2011-03-18T08:15:00-07:00,0:05:00,60.43,56,4.36
9943,2011-03-18T08:20:00-07:00,0:05:00,61.4,50,3.67
9945,2011-03-18T08:25:00-07:00,0:05:00,60,68,5.79
9947,2011-03-18T08:30:00-07:00,0:05:00,58.6,86,7.33
9949,2011-03-18T08:35:00-07:00,0:05:00,58.74,95,8.73
9951,2011-03-18T08:40:00-07:00,0:05:00,57.89,80,7
9953,2011-03-18T08:45:00-07:00,0:05:00,54.46,103,10.36
9955,2011-03-18T08:50:00-07:00,0:05:00,56.33,70,6.2
9957,2011-03-18T08:55:00-07:00,0:05:00,54.63,109,10.67
9959,2011-03-18T09:00:00-07:00,0:05:00,55.78,72,6.53
9960,2011-03-18T09:05:00-07:00,0:05:00,57.34,64,5
9963,2011-03-18T09:10:00-07:00,0:05:00,58.08,65,5.47
9965,2011-03-18T09:15:00-07:00,0:05:00,55.92,89,8.79
9966,2011-03-18T09:20:00-07:00,0:05:00,54.87,94,8.8
9969,2011-03-18T09:25:00-07:00,0:05:00,58.18,61,5.86
9971,2011-03-18T09:30:00-07:00,0:05:00,57.41,125,11.33
9972,2011-03-18T09:35:00-07:00,0:05:00,58.01,79,7.14
9975,2011-03-18T09:40:00-07:00,0:05:00,55.91,128,12
9977,2011-03-18T09:45:00-07:00,0:05:00,59.33,103,9.86
9979,2011-03-18T09:50:00-07:00,0:05:00,57.52,88,8.33
9981,2011-03-18T09:55:00-07:00,0:05:00,57.85,75,7
9983,2011-03-18T10:00:00-07:00,0:05:00,58.54,105,9.2
9985,2011-03-18T10:05:00-07:00,0:05:00,56.23,105,10
9987,2011-03-18T10:10:00-07:00,0:05:00,57.97,68,7.64
9989,2011-03-18T10:15:00-07:00,0:05:00,57.4,94,11
9991,2011-03-18T10:20:00-07:00,0:05:00,57.44,109,9.67
9993,2011-03-18T10:25:00-07:00,0:05:00,57.64,100,10
9995,2011-03-18T10:30:00-07:00,0:05:00,56.33,114,10.47
9997,2011-03-18T10:35:00-07:00,0:05:00,56.12,95,10
9999,2011-03-18T10:40:00-07:00,0:05:00,55.72,124,11.87
10000,2011-03-18T10:45:00-07:00,0:05:00,56.18,148,14.57
10003,2011-03-18T10:50:00-07:00,0:05:00,56.35,126,10.93
10005,2011-03-18T10:55:00-07:00,0:05:00,55.97,100,9.71
10006,2011-03-18T11:00:00-07:00,0:05:00,58.98,102,8.87
10009,2011-03-18T11:05:00-07:00,0:05:00,56.75,115,11.43
10011,2011-03-18T11:10:00-07:00,0:05:00,55.85,96,8.8
10013,2011-03-18T11:15:00-07:00,0:05:00,57.51,109,10.36
10015,2011-03-18T11:20:00-07:00,0:05:00,57.13,121,10.67
10017,2011-03-18T11:25:00-07:00,0:05:00,55.94,119,11.71
10019,2011-03-18T11:30:00-07:00,0:05:00,52.96,119,15.91
10021,2011-03-18T11:35:00-07:00,0:05:00,13.57,89,45
10023,2011-03-18T11:40:00-07:00,0:05:00,13.41,111,42.73
10025,2011-03-18T11:45:00-07:00,0:05:00,13.2,91,43.43
10027,2011-03-18T11:50:00-07:00,0:05:00,17.35,96,39.33
10029,2011-03-18T11:55:00-07:00,0:05:00,15.25,103,36.93
10030,2011-03-18T12:00:00-07:00,0:05:00,10.79,96,46.8
10033,2011-03-18T12:05:00-07:00,0:05:00,12.32,60,43
10035,2011-03-18T12:10:00-07:00,0:05:00,13.83,106,42.67
10036,2011-03-18T12:15:00-07:00,0:05:00,15.68,114,36.67
10039,2011-03-18T12:20:00-07:00,0:05:00,13.25,112,45.73
10041,2011-03-18T12:25:00-07:00,0:05:00,17.27,110,37.57
10042,2011-03-18T12:30:00-07:00,0:05:00,15.33,109,43.53
10045,2011-03-18T12:35:00-07:00,0:05:00,22.68,124,31.21
10047,2011-03-18T12:40:00-07:00,0:05:00,20.69,116,30.07
10049,2011-03-18T12:45:00-07:00,0:05:00,19.03,60,30
10051,2011-03-18T12:50:00-07:00,0:05:00,17.02,124,36.47
10053,2011-03-18T12:55:00-07:00,0:05:00,16.41,107,38.07
10055,2011-03-18T13:00:00-07:00,0:05:00,16.12,116,41.47
10057,2011-03-18T13:05:00-07:00,0:05:00,16.65,104,37.79
10059,2011-03-18T13:10:00-07:00,0:05:00,18.18,111,38.67
10061,2011-03-18T13:15:00-07:00,0:05:00,20.94,95,39.21
10063,2011-03-18T13:20:00-07:00,0:05:00,19.11,125,37.87
10065,2011-03-18T13:25:00-07:00,0:05:00,17.93,109,35.36
10066,2011-03-18T13:30:00-07:00,0:05:00,16.14,109,41.6
10069,2011-03-18T13:35:00-07:00,0:05:00,15.5,104,38.29
10071,2011-03-18T13:40:00-07:00,0:05:00,15.34,79,37.18
10073,2011-03-18T13:45:00-07:00,0:05:00,15.16,110,41.86
10074,2011-03-18T13:50:00-07:00,0:05:00,18.04,123,36.8
10077,2011-03-18T13:55:00-07:00,0:05:00,27.88,134,26.64
10079,2011-03-18T14:00:00-07:00,0:05:00,25.34,131,33.4
10081,2011-03-18T14:05:00-07:00,0:05:00,27.13,136,32.79
10083,2011-03-18T14:10:00-07:00,0:05:00,54.31,95,12.82
10085,2011-03-18T14:15:00-07:00,0:05:00,62.23,113,9.79
10087,2011-03-18T14:20:00-07:00,0:05:00,62.14,70,8.73
10089,2011-03-18T14:25:00-07:00,0:05:00,62.7,158,13.07
10091,2011-03-18T14:30:00-07:00,0:05:00,61.93,121,9.4
10093,2011-03-18T14:35:00-07:00,0:05:00,62.73,127,10.71
10095,2011-03-18T14:40:00-07:00,0:05:00,62.8,128,9.87
10097,2011-03-18T14:45:00-07:00,0:05:00,62.03,117,9.79
10099,2011-03-18T14:50:00-07:00,0:05:00,63.01,70,7.9
10100,2011-03-18T14:55:00-07:00,0:05:00,63.15,78,11.89
10103,2011-03-18T15:00:00-07:00,0:05:00,61.01,131,10.87
10105,2011-03-18T15:05:00-07:00,0:05:00,64.25,117,9.53
10106,2011-03-18T15:10:00-07:00,0:05:00,63.62,144,11.13
10109,2011-03-18T15:15:00-07:00,0:05:00,62.39,145,12.07
10111,2011-03-18T15:20:00-07:00,0:05:00,61.19,134,11.07
10112,2011-03-18T15:25:00-07:00,0:05:00,62.41,130,10.33
10115,2011-03-18T15:30:00-07:00,0:05:00,61.55,137,11.33
10117,2011-03-18T15:35:00-07:00,0:05:00,61.86,133,10.6
10119,2011-03-18T15:40:00-07:00,0:05:00,60.09,143,12.6
10121,2011-03-18T15:45:00-07:00,0:05:00,59.92,148,12.67
10123,2011-03-18T15:50:00-07:00,0:05:00,59.77,125,10.87
10125,2011-03-18T15:55:00-07:00,0:05:00,60.46,129,10.73
10127,2011-03-18T16:00:00-07:00,0:05:00,61.36,116,9.67
10129,2011-03-18T16:05:00-07:00,0:05:00,62.44,91,7.71
10131,2011-03-18T16:10:00-07:00,0:05:00,58.91,106,12.27
10133,2011-03-18T16:15:00-07:00,0:05:00,61.85,109,10.83
10134,2011-03-18T16:20:00-07:00,0:05:00,62.26,141,11.07
10137,2011-03-18T16:25:00-07:00,0:05:00,61.38,135,11.43
10139,2011-03-18T16:30:00-07:00,0:05:00,61.63,105,8.2
10140,2011-03-18T16:35:00-07:00,0:05:00,61.52,133,11.71
10143,2011-03-18T16:40:00-07:00,0:05:00,62.27,139,10.47
10145,2011-03-18T16:45:00-07:00,0:05:00,63.52,103,9.07
10147,2011-03-18T16:50:00-07:00,0:05:00,62.38,117,9.6
10149,2011-03-18T16:55:00-07:00,0:05:00,62.03,66,9.25
10151,2011-03-18T17:00:00-07:00,0:05:00,63.12,112,9.13
10153,2011-03-18T17:05:00-07:00,0:05:00,61.68,148,13.14
10155,2011-03-18T17:10:00-07:00,0:05:00,61.99,78,8.09
10157,2011-03-18T17:15:00-07:00,0:05:00,60.72,104,11.75
10159,2011-03-18T17:20:00-07:00,0:05:00,61.21,127,10.93
10161,2011-03-18T17:25:00-07:00,0:05:00,58.47,115,10.14
10163,2011-03-18T17:30:00-07:00,0:05:00,63.76,117,8.87
10165,2011-03-18T17:35:00-07:00,0:05:00,62.57,90,7.93
10167,2011-03-18T17:40:00-07:00,0:05:00,64.4,117,8.93
10169,2011-03-18T17:45:00-07:00,0:05:00,63.32,102,8.71
10171,2011-03-18T17:50:00-07:00,0:05:00,63.67,30,7
10173,2011-03-18T17:55:00-07:00,0:05:00,64.47,98,8.07
10174,2011-03-18T18:00:00-07:00,0:05:00,65.08,116,9.4
10177,2011-03-18T18:05:00-07:00,0:05:00,64.14,85,6.5
10179,2011-03-18T18:10:00-07:00,0:05:00,65.53,76,8.27
10181,2011-03-18T18:15:00-07:00,0:05:00,55.14,120,11.57
10183,2011-03-18T18:20:00-07:00,0:05:00,54.79,86,10.64
10185,2011-03-18T18:25:00-07:00,0:05:00,61.7,94,8
10187,2011-03-18T18:30:00-07:00,0:05:00,65.59,105,7.93
10189,2011-03-18T18:35:00-07:00,0:05:00,64.23,94,7.93
10191,2011-03-18T18:40:00-07:00,0:05:00,64.6,111,9.2
10193,2011-03-18T18:45:00-07:00,0:05:00,63.41,111,10.29
10195,2011-03-18T18:50:00-07:00,0:05:00,66.78,72,5.4
10197,2011-03-18T18:55:00-07:00,0:05:00,63.25,71,5.79
10199,2011-03-18T19:00:00-07:00,0:05:00,64.37,103,7.93
10200,2011-03-18T19:05:00-07:00,0:05:00,63.41,95,7.36
10203,2011-03-18T19:10:00-07:00,0:05:00,63.71,76,7.45
10205,2011-03-18T19:15:00-07:00,0:05:00,65.27,74,5.86
10207,2011-03-18T19:20:00-07:00,0:05:00,64.27,81,6.27
10208,2011-03-18T19:25:00-07:00,0:05:00,64.51,63,5.29
10211,2011-03-18T19:30:00-07:00,0:05:00,62.86,86,6.33
10213,2011-03-18T19:35:00-07:00,0:05:00,61.7,88,7.5
10215,2011-03-18T19:40:00-07:00,0:05:00,63.09,79,5.93
10217,2011-03-18T19:45:00-07:00,0:05:00,62.78,79,6.71
10219,2011-03-18T19:50:00-07:00,0:05:00,63.31,52,4.6
10221,2011-03-18T19:55:00-07:00,0:05:00,63.97,39,5.75
10223,2011-03-18T20:00:00-07:00,0:05:00,64.19,67,4.8
10225,2011-03-18T20:05:00-07:00,0:05:00,61.96,71,6.43
10227,2011-03-18T20:10:00-07:00,0:05:00,64.92,97,7.33
10229,2011-03-18T20:15:00-07:00,0:05:00,63.13,72,6.36
