TopDepth,BotDepth,_CAL,_GR,_SP,_LLD,_LLS,_AC,_DEN,_PEF,Lith_Section
2174.56,2175.51,8.87714,109.085,-27.5827,28.6704,28.5616,66.2162,2.43974,-0.199753,siltstone
2175.51,2176.14,8.69695,109.2,-35.5927,21.5512,23.8529,66.3025,2.48022,-0.312532,muddy siltstone
2176.14,2176.77,8.66248,108.91,-36.3376,37.1104,32.2026,65.7435,2.49676,-0.120812,siltstone
2176.77,2177.34,8.71027,109.207,-32.2285,15.1926,16.8446,66.4446,2.48992,-0.106349,siltstone
2177.34,2178.16,8.70949,109.383,-25.0128,14.8152,15.7982,66.6389,2.48706,-0.123597,muddy siltstone
2178.16,2179.11,8.80272,110.073,-11.7706,8.28347,7.25683,67.5057,2.53952,0.222691,mudstone
2179.11,2181.46,8.76981,109.516,-12.2528,13.3286,14.5663,66.6618,2.52755,-0.272921,muddy siltstone
2181.46,2181.96,8.67659,109.653,-12.8094,9.75223,10.5663,66.7327,2.51215,-0.26926,mudstone
2181.96,2182.47,8.6852,109.303,-12.4956,15.5866,18.0339,66.2802,2.53895,0.220588,siltstone
2182.47,2183.67,8.70949,109.421,-13.6385,15.5687,18.329,66.442,2.52812,0.309241,siltstone
2183.67,2184.18,8.82465,109.022,-18.8872,44.9604,38.271,65.8593,2.52299,0.4018,siltstone
2184.18,2185.06,8.85129,109.336,-19.3744,24.9389,24.9723,66.5058,2.48763,0.385375,siltstone
2185.06,2185.95,8.74083,109.618,-12.3305,12.4199,12.7473,66.8075,2.49106,0.232682,muddy siltstone
2185.95,2186.52,8.75884,109.709,-6.04625,10.0949,10.2956,66.7859,2.51557,0.638371,mudstone
2186.52,2187.66,8.73534,109.295,-5.41205,19.7612,22.6514,66.1131,2.54636,0.541184,siltstone
2187.66,2189.05,8.68912,109.819,-4.31541,11.824,12.5252,66.6338,2.55263,0.402834,muddy siltstone
2189.05,2189.75,8.87714,109.812,-2.51851,9.85492,10.0918,66.8034,2.55606,0.25147,mudstone
2189.75,2190.25,8.88106,109.776,-0.827309,15.7502,19.0864,66.3451,2.57202,-0.180711,muddy siltstone
2190.25,2191.01,9.14585,109.959,1.52452,11.9685,15.0894,67.1493,2.43404,-0.15932,mudstone
2191.01,2191.77,9.19364,109.685,0.925007,27.9086,25.6658,65.6569,2.51044,-0.17306,mudstone
2191.77,2193.1,9.12157,110.083,-0.817398,9.96119,9.66593,67.2755,2.46768,-0.16483,mudstone
2193.1,2193.92,8.83249,109.179,-8.60452,27.708,27.3083,66.2714,2.53724,0.246769,siltstone
2193.92,2194.62,8.87949,109.131,-13.1909,16.7401,16.4948,66.2813,2.53211,0.547048,mudstone
2194.62,2195.32,9.04871,109.007,-13.9374,22.5196,21.0362,66.6663,2.51443,0.516157,siltstone
2195.32,2196.08,8.9453,109.599,-9.0488,17.4076,18.9495,66.6674,2.52013,0.496669,mudstone
2196.08,2196.96,8.72124,109.147,-5.97193,46.8173,36.5615,65.3403,2.57772,0.414754,mudstone
2196.96,2197.85,9.16622,110.079,-6.28573,10.1857,10.4203,67.2479,2.37531,0.0462783,mudstone
2197.85,2198.54,8.80507,109.282,-15.0093,35.2046,34.6482,65.6309,2.51272,-0.11964,mudstone
2198.54,2199.62,8.6899,109.279,-23.5132,21.8414,23.8072,66.4842,2.46768,-0.121466,siltstone
2199.62,2201.64,8.69225,109.459,-16.7616,16.2804,18.2712,66.5114,2.51215,0.271574,muddy siltstone
2201.64,2202.65,8.66562,109.36,-9.09504,14.6588,16.659,66.5541,2.52299,0.258989,muddy siltstone
2202.65,2203.03,8.73221,109.816,-4.48552,10.9487,12.1754,67.2174,2.53439,-0.0643263,silty mudstone
